date,county,perc_non_home,perc_non_home_ma7
2020-01-01,Dade,15.2296841356878,
2020-01-01,Duval,9.55329902004806,
2020-01-02,Dade,21.7580916630903,
2020-01-02,Duval,19.716837493738,
2020-01-03,Dade,22.7291914323026,
2020-01-03,Duval,20.8683811046829,
2020-01-04,Dade,15.3998869084566,20.048061643048
2020-01-04,Duval,10.6746520613398,16.7226890119842
2020-01-05,Dade,10.1028573112578,21.9436524674243
2020-01-05,Duval,8.48815174594175,19.3419628685099
2020-01-06,Dade,26.7926206847012,23.0418804455565
2020-01-06,Duval,20.5613500550188,20.610449667468
2020-01-07,Dade,28.3240993658401,24.1413819007747
2020-01-07,Duval,27.19615160312,21.7215082594713
2020-01-08,Dade,28.4988199063219,24.4034357655678
2020-01-08,Duval,27.8882160157277,22.2783909407934
2020-01-09,Dade,29.4456875100152,24.5701937983433
2020-01-09,Duval,28.596245086445,22.534102921884
2020-01-10,Dade,30.4257016188299,24.8660813761924
2020-01-10,Duval,28.6457912487057,23.5698817787938
2020-01-11,Dade,17.2342639620087,25.0240786823087
2020-01-11,Duval,14.5728308305947,23.6540339284698
2020-01-12,Dade,11.2701635406863,25.3114791318857
2020-01-12,Duval,10.2781356135763,23.9084597409964
2020-01-13,Dade,28.8638337296449,25.5078274696269
2020-01-13,Duval,27.8118020533872,24.1622848984288
2020-01-14,Dade,29.4300805086541,25.6469714986953
2020-01-14,Duval,27.7852166508517,24.2783679100139
2020-01-15,Dade,30.5106230533612,25.9640146960743
2020-01-15,Duval,29.6691967034144,24.6348554926786
2020-01-16,Dade,30.8201258742032,26.459031747953
2020-01-16,Duval,30.3730211884717,24.9207565255282
2020-01-17,Dade,31.3997098223085,25.0957238755659
2020-01-17,Duval,29.4583723298014,23.2752928085119
2020-01-18,Dade,19.453566343662,25.1744903725778
2020-01-18,Duval,17.0682439092476,23.335240536371
2020-01-19,Dade,14.7352829038372,25.3083714464791
2020-01-19,Duval,12.2794428435237,23.6878802375795
2020-01-20,Dade,19.3206786229355,25.2542489597597
2020-01-20,Duval,16.2935560342729,23.6399099061697
2020-01-21,Dade,29.9814459877368,25.4714931162298
2020-01-21,Duval,28.2048507458649,23.9498459254278
2020-01-22,Dade,31.4477905706702,25.4511662664082
2020-01-22,Duval,32.1376746118744,23.8618055637284
2020-01-23,Dade,30.4412684671675,25.2121620454675
2020-01-23,Duval,30.0372288686029,23.8315919878006
2020-01-24,Dade,32.9204189175997,26.7893879811754
2020-01-24,Duval,31.6279244646078,25.8879517056998
2020-01-25,Dade,19.3112783949105,26.8295425946165
2020-01-25,Duval,16.4519613773521,26.0140203377318
2020-01-26,Dade,13.062253357252,26.7394186249127
2020-01-26,Duval,12.0679478120289,25.3772939622713
2020-01-27,Dade,30.3612601728908,26.8679207074625
2020-01-27,Duval,30.6880740595675,25.3254161267998
2020-01-28,Dade,30.2625282818246,26.9027804257967
2020-01-28,Duval,29.0873311700888,25.3982677376328
2020-01-29,Dade,30.8169227827436,26.3425633363436
2020-01-29,Duval,27.6805899836512,24.9888097615824
2020-01-30,Dade,31.3407830450162,26.02133116557
2020-01-30,Duval,29.6740840203023,24.5386231981963
2020-01-31,Dade,33.1644369459389,25.7823297242064
2020-01-31,Duval,32.1378857404388,23.9336692260276
2020-02-01,Dade,15.3897587687388,25.690595569563
2020-02-01,Duval,13.585755544999,23.7380078402763
2020-02-02,Dade,10.8136281618371,25.4096915508201
2020-02-02,Duval,8.91664186832676,23.6509279485611
2020-02-03,Dade,28.6882500833452,25.176175418659
2020-02-03,Duval,26.4533962543866,22.966626681438
2020-02-04,Dade,29.620389199321,24.75848488059
2020-02-04,Duval,27.7177014698292,22.2115149690191
2020-02-05,Dade,28.8505946515436,25.4828221649353
2020-02-05,Duval,27.0710307416453,22.7725949515778
2020-02-06,Dade,29.7061701198881,25.8084790674771
2020-02-06,Duval,24.8839751504403,23.1992658869083
2020-02-07,Dade,30.2406031794564,26.1320327100483
2020-02-07,Duval,26.852103753507,23.6696218869806
2020-02-08,Dade,20.4601197591555,26.098895312106
2020-02-08,Duval,17.5133154229093,23.7680177834982
2020-02-09,Dade,13.0932264796297,26.3292481090242
2020-02-09,Duval,11.9033384156404,24.0796533396026
2020-02-10,Dade,30.953125581344,26.5145199484142
2020-02-10,Duval,29.745888254893,24.5176024826261
2020-02-11,Dade,29.3884274137247,27.239163090391
2020-02-11,Duval,28.4064727454522,25.4993106645023
2020-02-12,Dade,30.4630642299712,27.3766986683117
2020-02-12,Duval,29.2524796343763,25.9291183934632
2020-02-13,Dade,31.0030729956182,27.9436672148558
2020-02-13,Duval,27.9496191516046,26.4061908918544
2020-02-14,Dade,35.3131051732935,26.945698640574
2020-02-14,Duval,33.7240610266405,25.2018733372732
2020-02-15,Dade,21.4228688046003,27.3116998930921
2020-02-15,Duval,20.5219695256357,25.5051343357169
2020-02-16,Dade,17.0620063054388,27.4815442984458
2020-02-16,Duval,15.2428459043783,25.5832993112992
2020-02-17,Dade,23.9673455613711,28.0066638081689
2020-02-17,Duval,21.3156653728246,26.4625866093293
2020-02-18,Dade,31.9504361813518,28.043242038932
2020-02-18,Duval,30.5292997345586,26.4653945285767
2020-02-19,Dade,31.6519750674468,28.2588856649305
2020-02-19,Duval,29.7996344634523,26.4620716798527
2020-02-20,Dade,34.6789095636803,28.1006644256209
2020-02-20,Duval,34.1046302378152,26.4181851881796
2020-02-21,Dade,35.5691527886352,29.3406690108618
2020-02-21,Duval,33.7437164613725,27.8336774698799
2020-02-22,Dade,22.9323741865893,27.8631211389358
2020-02-22,Duval,20.4987095845674,26.7416242801847
2020-02-23,Dade,15.9544576302717,28.1413327785239
2020-02-23,Duval,14.9356404626667,27.1896381225279
2020-02-24,Dade,32.6473776580578,28.1387437136363
2020-02-24,Duval,31.2241113447265,27.4359931530302
2020-02-25,Dade,21.6076010778692,28.2167783336591
2020-02-25,Duval,22.8849274066924,27.7666137412123
2020-02-26,Dade,33.5994565445636,28.2832682698785
2020-02-26,Duval,32.9357313598544,28.0677335543722
2020-02-27,Dade,34.6607861094677,27.843882837427
2020-02-27,Duval,35.8291154513316,27.640593272477
2020-02-28,Dade,36.1153951287944,27.5326179257422
2020-02-28,Duval,36.0580605786472,27.3467246681708
2020-02-29,Dade,23.3978037401252,29.4442034939141
2020-02-29,Duval,22.6065482766867,29.2576812884155
2020-03-01,Dade,12.8787596031113,29.3632060713529
2020-03-01,Duval,11.9456584894004,29.1825371398524
2020-03-02,Dade,30.4685232762641,29.557197648451
2020-03-02,Duval,29.1670311145831,29.1859643139049
2020-03-03,Dade,34.9887000550723,29.7147851438863
2020-03-03,Duval,36.2616237484052,29.3985375938198
2020-03-04,Dade,33.0324745866357,29.9867354151823
2020-03-04,Duval,32.4097223199126,29.9773336177468
2020-03-05,Dade,36.0187271491538,30.605392257076
2020-03-05,Duval,35.8531056696988,31.2818484388262
2020-03-06,Dade,37.2185075968415,31.1513693207219
2020-03-06,Duval,37.5460735380517,32.084973452834
2020-03-07,Dade,25.3014556391975,30.8305801322524
2020-03-07,Duval,26.6581204441756,31.5158575037321
2020-03-08,Dade,17.2093574963669,30.5627023668971
2020-03-08,Duval,21.0772622369564,31.1303087691327
2020-03-09,Dade,34.2903627217856,29.7643662703025
2020-03-09,Duval,34.7889062126378,29.9451462483413
2020-03-10,Dade,32.7431757357857,29.291225143476
2020-03-10,Duval,32.2778121046919,29.443856138268
2020-03-11,Dade,31.1573302291485,27.9217944430225
2020-03-11,Duval,29.7108811777168,28.2063434991545
2020-03-12,Dade,30.4303744729916,27.0810537539324
2020-03-12,Duval,27.5569680241585,27.3419275289393
2020-03-13,Dade,33.9065197090564,24.9617866326123
2020-03-13,Duval,34.0370427675392,25.5237921180803
2020-03-14,Dade,15.7154407360226,22.7761599415346
2020-03-14,Duval,17.9955319703805,23.8545898496092
2020-03-15,Dade,11.3241726727363,20.5922468846712
2020-03-15,Duval,15.0263504454503,22.4734252889336
2020-03-16,Dade,19.4554928725451,18.4043964292149
2020-03-16,Duval,22.0619583366248,21.443512943462
2020-03-17,Dade,17.4437888982416,15.4564399060246
2020-03-17,Duval,20.5933962253944,19.3190505923718
2020-03-18,Dade,15.869938831105,14.1542444126146
2020-03-18,Duval,20.0427292529874,18.2846892912002
2020-03-19,Dade,15.1154212847976,13.3089069183347
2020-03-19,Duval,20.3475816058574,17.2485980741892
2020-03-20,Dade,13.2708240467242,11.9664590404259
2020-03-20,Duval,19.1658063099081,16.353817752441
2020-03-21,Dade,6.60007228215238,10.6666982454394
2020-03-21,Duval,10.7550028621793,15.2130340991551
2020-03-22,Dade,5.40681021277725,9.80915482262501
2020-03-22,Duval,7.77371192637322,14.6647057682267
2020-03-23,Dade,10.0583577271833,8.77358039521782
2020-03-23,Duval,15.7984960843872,13.7524823903687
2020-03-24,Dade,8.34546333333579,7.88116271237718
2020-03-24,Duval,12.6079106523929,12.7609769346177
2020-03-25,Dade,9.86713487140456,7.57863404215567
2020-03-25,Duval,16.2044309364887,12.576683195718
2020-03-26,Dade,7.86640029294723,7.3437568695891
2020-03-26,Duval,13.9620179608514,12.5095421056424
2020-03-27,Dade,7.02390026683978,6.96983914506587
2020-03-27,Duval,12.225268119651,12.1047501852276
2020-03-28,Dade,4.48237159060182,6.81569613414465
2020-03-28,Duval,9.46494668988151,11.950595030058
2020-03-29,Dade,3.76267000481123,5.83038859796332
2020-03-29,Duval,7.30372429584438,10.5644626815971
2020-03-30,Dade,7.44093365552065,5.22281008413361
2020-03-30,Duval,12.9649526414831,9.62578330699869
2020-03-31,Dade,7.26646225688732,4.75713734355217
2020-03-31,Duval,11.528824566206,8.76922977056733
2020-04-01,Dade,2.96998211813525,4.46354152253418
2020-04-01,Duval,6.50150449726205,7.98131771255659
2020-04-02,Dade,3.61335069613924,4.16431245098987
2020-04-02,Duval,7.39126233866283,7.23497411122217
2020-04-03,Dade,3.7641910827697,3.5050674684373
2020-04-03,Duval,6.22939336463149,6.11112351097896
2020-04-04,Dade,2.42720084347584,2.8979450571843
2020-04-04,Duval,3.94956228380629,5.38450133648077
2020-04-05,Dade,1.66806650400112,2.9376467913545
2020-04-05,Duval,2.07931908650345,5.37039861642206
2020-04-06,Dade,2.8262187776526,2.90092326681583
2020-04-06,Duval,5.09799843978061,5.26077179697116
2020-04-07,Dade,3.01660537811634,2.89333453552655
2020-04-07,Duval,6.44246934471867,5.42454515171017
2020-04-08,Dade,3.24789425732668,2.94284722239691
2020-04-08,Duval,6.40278545685106,5.62138396855874
2020-04-09,Dade,3.35628602436856,2.94451782631649
2020-04-09,Duval,6.62387460250652,5.77503744621417
2020-04-10,Dade,3.71106996374472,3.03519877108419
2020-04-10,Duval,7.37580684780457,5.87912544048523
2020-04-11,Dade,2.77378965156834,3.06721854231281
2020-04-11,Duval,5.32743400174633,5.60805641198379
2020-04-12,Dade,1.67976073143817,3.13145214346436
2020-04-12,Duval,3.15489343009146,5.39634914030112
2020-04-13,Dade,3.46098539102655,3.20215415126702
2020-04-13,Duval,5.82661439967801,5.42181809102345
2020-04-14,Dade,3.24074377671667,3.36491058518252
2020-04-14,Duval,4.5449861452086,5.52998707957815
2020-04-15,Dade,3.69752946538749,3.46755113665766
2020-04-15,Duval,4.92083455507239,5.49977378828346
2020-04-16,Dade,3.85120007898722,3.61751989921717
2020-04-16,Duval,6.8021572575628,5.60345682924739
2020-04-17,Dade,4.85036500115318,3.67846596970311
2020-04-17,Duval,8.13298976768745,5.52357184732637
2020-04-18,Dade,3.49227351189434,3.92317266046614
2020-04-18,Duval,5.1159409626835,6.22137061488599
2020-04-19,Dade,2.72954206935476,4.20994343934434
2020-04-19,Duval,3.88067471683902,6.96387815360205
2020-04-20,Dade,3.88760788442814,4.5720507077637
2020-04-20,Duval,5.26741952623087,7.40683052641379
2020-04-21,Dade,4.95369061205784,4.79797804869441
2020-04-21,Duval,9.42957751812592,7.60522307074766
2020-04-22,Dade,5.70492491753491,4.93927118310747
2020-04-22,Duval,10.1183873260848,8.07582443531361
2020-04-23,Dade,6.38595095792273,4.94827254267191
2020-04-23,Duval,9.90282386724502,8.39461894049895
2020-04-24,Dade,6.43185638766812,5.30279402708649
2020-04-24,Duval,9.5217375780245,9.09733703907334
2020-04-25,Dade,4.4813254527858,5.58874654229028
2020-04-25,Duval,8.41015051464518,9.39389093890305
2020-04-26,Dade,2.79255158630585,5.77575726404106
2020-04-26,Duval,6.1122362531364,9.48064139329724
2020-04-27,Dade,6.36925827533015,5.99660813349788
2020-04-27,Duval,10.1864462162516,10.0723957669867
2020-04-28,Dade,6.95535821848441,5.88416108672588
2020-04-28,Duval,11.5054548169339,9.99915000522972
2020-04-29,Dade,7.01399996979033,5.83626874600732
2020-04-29,Duval,10.7256405068441,9.84093252014398
2020-04-30,Dade,7.93190704412048,5.68060224675028
2020-04-30,Duval,14.0451044830709,9.37364091802622
2020-05-01,Dade,5.64472706026417,5.43588774098963
2020-05-01,Duval,9.0090172457259,9.06979838413901
2020-05-02,Dade,4.14607906775584,5.18869093748808
2020-05-02,Duval,7.30262811904501,8.65011008251744
2020-05-03,Dade,1.70288609150656,4.99654925057506
2020-05-03,Duval,2.84119503831208,8.3989111237501
2020-05-04,Dade,4.6562567350056,4.87348922823149
2020-05-04,Duval,8.05954847904117,7.86192686674108
2020-05-05,Dade,5.22498059397361,5.10562613015024
2020-05-05,Duval,8.56763670558293,8.30785316146757
2020-05-06,Dade,5.66900816139919,5.42699689445685
2020-05-06,Duval,8.96724779547267,8.69543552351756
2020-05-07,Dade,7.07048688771546,5.68155541220555
2020-05-07,Duval,10.2862146840078,9.20290153716729
2020-05-08,Dade,7.26968537369541,5.78230028047009
2020-05-08,Duval,12.1305013088113,9.49788640850526
2020-05-09,Dade,6.3956744179021,6.0039822841562
2020-05-09,Duval,10.015704653395,9.89457348427007
2020-05-10,Dade,3.48479571574748,6.26366094277965
2020-05-10,Duval,6.39345713386018,10.4013851309205
2020-05-11,Dade,5.36147081285738,6.15256836915241
2020-05-11,Duval,10.1244425784069,10.7236005118068
2020-05-12,Dade,6.77675461977636,6.04535379036752
2020-05-12,Duval,11.3444462359366,11.1198870525149
2020-05-13,Dade,7.48675877176339,6.04094638954667
2020-05-13,Duval,12.514929322026,11.3892062990514
2020-05-14,Dade,6.29283887232474,5.98601634553458
2020-05-14,Duval,12.5417223502117,11.405024573931
2020-05-15,Dade,6.5191833222012,6.17881275064747
2020-05-15,Duval,14.904507093768,11.6349646235256
2020-05-16,Dade,6.36482261215615,6.14087167307499
2020-05-16,Duval,11.9009393791506,11.6414974724244
2020-05-17,Dade,3.10028540766287,6.26554775466656
2020-05-17,Duval,6.5041850580173,11.730779689178
2020-05-18,Dade,6.71104564864758,6.7178619282472
2020-05-18,Duval,11.7340229255693,11.9737936296839
2020-05-19,Dade,6.51116707676903,7.51734726921723
2020-05-19,Duval,11.3901761782277,12.3763182217789
2020-05-20,Dade,8.35949134290439,7.829334648945
2020-05-20,Duval,13.1399048393014,12.7220223325733
2020-05-21,Dade,9.45903808738919,7.86338452152494
2020-05-21,Duval,14.2428199337533,13.4634339009718
2020-05-22,Dade,12.1155807089914,7.36914294042166
2020-05-22,Duval,17.7221792384331,12.91923120148
2020-05-23,Dade,8.54873427025052,7.77615987746572
2020-05-23,Duval,14.3208681547113,13.0819003757548
2020-05-24,Dade,3.33863451572248,8.02505269258107
2020-05-24,Duval,11.6940660368069,13.2988283692596
2020-05-25,Dade,3.25135458092463,8.21442666882733
2020-05-25,Duval,7.92460402912606,13.2953790683255
2020-05-26,Dade,9.36028563607742,8.51623549627071
2020-05-26,Duval,12.5288603981513,13.3729224079654
2020-05-27,Dade,10.1017410487119,8.96130087625121
2020-05-27,Duval,14.6584007938354,13.4771663327329
2020-05-28,Dade,10.784655921113,9.26848681374635
2020-05-28,Duval,14.2186748272142,13.0278626160118
2020-05-29,Dade,14.2282425010951,10.3754989996445
2020-05-29,Duval,18.2649826159129,14.0711745076055
2020-05-30,Dade,11.664191930114,10.5492696307018
2020-05-30,Duval,15.0505756280833,14.5957189897983
2020-05-31,Dade,5.48893607818852,10.7736940227123
2020-05-31,Duval,8.54894001975931,15.0008281228479
2020-06-01,Dade,11.0004398822118,10.8911223106753
2020-06-01,Duval,15.2277872702817,15.2482496494352
2020-06-02,Dade,10.5766800534785,10.8732052418928
2020-06-02,Duval,16.2006717735015,15.3073422512544
2020-06-03,Dade,11.6727117927853,10.7000058577279
2020-06-03,Duval,17.4941647251821,14.9664393051807
2020-06-04,Dade,11.6066539368537,10.8223841100103
2020-06-04,Duval,15.9506255133256,14.5096300778176
2020-06-05,Dade,14.1028230196182,11.0280087814342
2020-06-05,Duval,18.6786308286469,14.5570748542978
2020-06-06,Dade,10.4517962409597,11.4483401288416
2020-06-06,Duval,12.6642550055675,14.6463544430715
2020-06-07,Dade,6.34558384416528,11.5445408107064
2020-06-07,Duval,5.35127542821773,14.2624827886639
2020-06-08,Dade,12.4398125821786,11.7700019389298
2020-06-08,Duval,15.5599007056435,14.3268308865552
2020-06-09,Dade,13.5189994853304,11.598003334008
2020-06-09,Duval,16.8256288949174,13.5622397623564
2020-06-10,Dade,12.3461165658388,11.7429731506148
2020-06-10,Duval,14.8070631443285,13.6138956770175
2020-06-11,Dade,13.1848818344179,11.7784872432782
2020-06-11,Duval,16.4010621985649,14.1057893637905
2020-06-12,Dade,12.8988327851653,11.4223710319434
2020-06-12,Duval,13.3264929592553,13.7166094991253
2020-06-13,Dade,11.4665849572075,10.9021606337237
2020-06-13,Duval,13.0258464081954,12.8159024643167
2020-06-14,Dade,6.59418249280898,10.8896384639602
2020-06-14,Duval,8.79453123562824,12.8190489292123
2020-06-15,Dade,9.94699910283501,10.7517535094513
2020-06-15,Duval,12.835641652987,12.7439455916314
2020-06-16,Dade,9.87752669779245,10.7506662532916
2020-06-16,Duval,10.5206796512578,12.8944295959679
2020-06-17,Dade,12.2584613774945,10.9140351682483
2020-06-17,Duval,14.8290883985972,13.0365768428284
2020-06-18,Dade,12.2196871528552,11.1667353783073
2020-06-18,Duval,15.8753388354988,13.0756321798923
2020-06-19,Dade,12.8912219920475,11.5444000287102
2020-06-19,Duval,14.3798809896107,13.3308567972005
2020-06-20,Dade,12.6101673619046,11.9773099653273
2020-06-20,Duval,14.0208771362192,13.794003011665
2020-06-21,Dade,8.36308396322177,12.136297333108
2020-06-21,Duval,9.06791859507575,13.7688126651249
2020-06-22,Dade,12.5906516556555,12.3254005971001
2020-06-22,Duval,14.6222139741441,13.7125324655777
2020-06-23,Dade,12.9078962541119,12.4307016542263
2020-06-23,Duval,13.7627031525092,13.7761762648514
2020-06-24,Dade,13.3713729519596,11.9842422112167
2020-06-24,Duval,14.6527559728163,13.1599601138124
2020-06-25,Dade,13.5434100007995,11.7466852387155
2020-06-25,Duval,15.4813774386687,13.01502377508
2020-06-26,Dade,13.6283293919311,11.6694502748154
2020-06-26,Duval,14.8253875845263,12.7962474144425
2020-06-27,Dade,9.48495126083732,11.7617268520314
2020-06-27,Duval,9.70736407894637,12.8319159037421
2020-06-28,Dade,6.70018515571353,11.5954443403032
2020-06-28,Duval,8.05336422394903,12.6805049177727
2020-06-29,Dade,12.0500069083547,11.2378744389271
2020-06-29,Duval,13.0907794496818,12.133257935428
2020-06-30,Dade,13.5538322946238,10.7883280628953
2020-06-30,Duval,14.0123825776062,11.5725236963897
2020-07-01,Dade,12.2073953698624,10.7863160201408
2020-07-01,Duval,13.5928790710307,11.8194998576747
2020-07-02,Dade,11.0404206911671,10.5844980924392
2020-07-02,Duval,11.6506485622554,11.4879208297583
2020-07-03,Dade,10.4815047597083,10.3705384747081
2020-07-03,Duval,10.9002479112584,11.2978448864226
2020-07-04,Dade,9.47086696155606,10.0673460236381
2020-07-04,Duval,11.4361972079414,11.0982466518294
2020-07-05,Dade,5.28745966180219,9.97934448835286
2020-07-05,Duval,5.73231102853414,11.0841572199215
2020-07-06,Dade,10.5522895842369,10.154224403293
2020-07-06,Duval,11.7602478463318,11.5569783080092
2020-07-07,Dade,11.4314851371336,10.5669346455355
2020-07-07,Duval,12.6151949354543,12.2795294094022
2020-07-08,Dade,11.5913846228659,10.3556647144987
2020-07-08,Duval,13.4942530476754,12.1051354254357
2020-07-09,Dade,12.2645800957478,10.3621693053833
2020-07-09,Duval,14.9603961788691,12.3303232631452
2020-07-10,Dade,13.3704764554061,10.4080418182563
2020-07-10,Duval,15.9581056210095,12.445126426992
2020-07-11,Dade,7.99197744429876,10.41663105386
2020-07-11,Duval,10.2154393201756,12.464247229304
2020-07-12,Dade,5.33299179799383,10.411695178993
2020-07-12,Duval,7.30862589250067,12.5517587099943
2020-07-13,Dade,10.873397174348,10.3611244780735
2020-07-13,Duval,12.5638699932592,12.5943436904069
2020-07-14,Dade,11.4916097863599,10.2157396726425
2020-07-14,Duval,12.7490405516382,12.6425508215091
2020-07-15,Dade,11.5568334987963,10.0493072961358
2020-07-15,Duval,14.1068334125077,12.8461403976474
2020-07-16,Dade,11.9105851893112,10.0779311290801
2020-07-16,Duval,15.2584910417575,12.8337889432996
2020-07-17,Dade,12.3527828173896,10.0563578069698
2020-07-17,Duval,16.2955555387247,12.8446763391461
2020-07-18,Dade,6.82695080875196,9.95453291929081
2020-07-18,Duval,11.6405663531441,12.892238740356
2020-07-19,Dade,5.53335862860342,9.82756663451305
2020-07-19,Duval,7.22216571206585,12.9315754258581
2020-07-20,Dade,10.7223839195758,9.73949961987871
2020-07-20,Duval,12.6400817641846,12.8375419760022
2020-07-21,Dade,10.7788355726073,10.0456614877805
2020-07-21,Duval,13.0819773601076,12.8697427153675
2020-07-22,Dade,10.668069505352,10.5015610806341
2020-07-22,Duval,14.3821902110221,12.9781586635521
2020-07-23,Dade,11.2941160868708,10.588199994425
2020-07-23,Duval,14.6002568927662,13.0102226465153
2020-07-24,Dade,14.4959158927023,10.6974376229544
2020-07-24,Duval,16.5209607142819,12.9867169120313
2020-07-25,Dade,10.018247958727,11.0382123972624
2020-07-25,Duval,12.3994779904363,13.2468696100314
2020-07-26,Dade,6.13983102513994,11.6241751584632
2020-07-26,Duval,7.44661359280873,13.691397925518
2020-07-27,Dade,11.4870473192814,12.186059589864
2020-07-27,Duval,12.4755416227961,14.2232437238237
2020-07-28,Dade,13.1642589927634,12.4968646479799
2020-07-28,Duval,14.9030462461085,14.7137868242799
2020-07-29,Dade,14.7698088337577,11.8370815000757
2020-07-29,Duval,17.4938884194285,14.8209845984737
2020-07-30,Dade,15.2273071066766,11.472319930108
2020-07-30,Duval,18.3231774809057,14.9416931265932
2020-07-31,Dade,16.671551299513,11.354093442625
2020-07-31,Duval,19.9547624174756,14.9256347780188
2020-08-01,Dade,5.39976592339794,11.2286123898828
2020-08-01,Duval,13.1498624097927,14.9126783732685
2020-08-02,Dade,3.58650003536569,10.955779594015
2020-08-02,Duval,8.29157328964497,14.6420625030754
2020-08-03,Dade,10.6594619069004,
2020-08-03,Duval,12.3631331827759,
2020-08-04,Dade,12.2858916235683,
2020-08-04,Duval,14.8123514128561,
2020-08-05,Dade,12.859979262683,
2020-08-05,Duval,15.5995773280772,
